cluster,GV_133#100,GV_133#8,GV_198#4,GV_198#13,GV_163#4,GV_163#99,GV_132#1,GV_132#3,GV_14#27,GV_230#29
0,0.9103139013452932,0.9108520179372213,0.9376233183856519,0.9373991031390152,0.9776233183856523,0.9770852017937242,0.7892376681614355,0.7870852017937224,0.9730044843049348,0.4623318385650218
1,0.982272727272734,0.982946708463956,0.9825391849529845,0.9828526645768089,0.9859561128526709,0.9857366771159939,0.9789655172413838,0.9777899686520432,0.9437304075235171,0.9822413793103505
2,0.06845744680851064,0.06856382978723405,0.20547872340425527,0.20547872340425527,0.3793085106382979,0.3793085106382979,0.031702127659574475,0.03170212765957447,0.4897340425531909,0.08957446808510638
