cluster,v0013d_demo_agecat_num,income_top_10%,v0443d_inte_social_num,v9930c_life_values#1
0,0.3632599284773203,0.06324110671936758,0.7747035573122529,0.2964426877470356
1,0.5222159730033717,0.09448818897637795,0.734251968503937,0.1830708661417323
2,0.3344988344988352,0.09090909090909091,0.7482517482517482,0.2937062937062937
