cluster,v0013_demo_agecat_num,v9990_demo_income2gbr_num,v9915_demo_children_num,v0049_life_devicesinternet#1,v9930c_life_values#1
0,0.35159374621257933,0.31488570491086043,0.16771300448430476,0.34977578475336324,0.2556053811659193
1,0.5804880115224963,0.2728547034686648,0.10282131661442041,0.3949843260188088,0.1786833855799373
2,0.3651523864289812,0.27605950527590384,0.09255319148936164,0.39893617021276595,0.2978723404255319
