cluster,GV_133#16,GV_133#100,GV_31#10,GV_136#3,GV_198#95,GV_198#28,GV_163#97,GV_163#6,GV_230#29,GV_132#1
0,0.6397233201581028,0.6379841897233202,0.4427667984189716,0.5880632411067189,0.9003557312252988,0.901778656126484,0.9618577075098834,0.9599209486166034,0.8466007905138355,0.6995256916996049
1,0.9792913385826817,0.9764173228346517,0.9811614173228401,0.979114173228352,0.9803937007874075,0.9816141732283516,0.994370078740161,0.9909251968503994,0.9637992125984305,0.9773425196850436
2,0.027762237762237765,0.027692307692307697,0.06587412587412586,0.12479020979020976,0.10734265734265727,0.10758741258741254,0.48269230769230725,0.48157342657342594,0.045104895104895106,0.0938461538461538
