cluster,GV_133#16,GV_133#100,GV_31#10,GV_136#3,GV_198#95,GV_198#28,GV_163#97,GV_163#6,GV_230#29,GV_132#1
0,0.9048421052631582,0.9015789473684216,0.9088421052631586,0.8507368421052632,0.9123684210526323,0.9131578947368427,0.9675789473684212,0.9651052631578958,0.4434210526315787,0.7795789473684206
1,0.9843083573487081,0.9814841498559146,0.9828242074928012,0.9794668587896316,0.9858501440922258,0.9871757925072103,0.9797262247838661,0.9768731988472682,0.9826224783861731,0.980374639769457
2,0.09452380952380952,0.09428571428571429,0.17702380952380942,0.07077380952380953,0.23571428571428568,0.23660714285714285,0.37232142857142875,0.3716666666666668,0.10624999999999998,0.02363095238095238
