cluster,v0013_demo_agecat_num,v9990_demo_income2gbr_num,v9915_demo_children_num,v0049_life_devicesinternet#1,v9930c_life_values#1
0,0.4381969381969369,0.2590084712035932,0.13776223776223764,0.32867132867132864,0.2692307692307692
1,0.6321187258687272,0.2673780487804873,0.0830357142857142,0.38392857142857145,0.15401785714285715
2,0.34176668681460926,0.29501026000675296,0.12651757188498386,0.36741214057507987,0.3514376996805112
