cluster,GV_133#100,GV_133#8,GV_198#4,GV_198#13,GV_163#4,GV_163#99,GV_132#1,GV_132#3,GV_14#27,GV_230#29
0,0.7027622377622391,0.7034265734265747,0.9111888111888139,0.9115734265734293,0.9594055944055977,0.959580419580423,0.663601398601399,0.6629370629370634,0.8380419580419602,0.8842657342657366
1,0.9879017857142914,0.9885491071428624,0.9795089285714339,0.9795089285714339,0.9884821428571481,0.9882366071428627,0.9818750000000038,0.9808035714285761,0.9173660714285763,0.9691071428571476
2,0.028466453674121407,0.02853035143769968,0.1646645367412141,0.16472843450479238,0.44351437699680446,0.4429073482428109,0.10182108626198082,0.10143769968051111,0.3323003194888174,0.0444408945686901
