cluster,v0013d_demo_agecat_num,income_top_10%,v0443d_inte_social_num,v9930c_life_values#1
0,0.5077535336901297,0.09077809798270893,0.7118155619596542,0.17723342939481268
1,0.2780612244897961,0.09523809523809523,0.7857142857142857,0.3392857142857143
2,0.3190476190476193,0.04736842105263158,0.7421052631578947,0.2789473684210526
